period,stateid,value,type
2001-01-01,AK,521.03566,Historical
2001-02-01,AK,486.09655,Historical
2001-03-01,AK,443.79575,Historical
2001-04-01,AK,442.19678,Historical
2001-05-01,AK,415.90066,Historical
2001-06-01,AK,414.23448,Historical
2001-07-01,AK,421.09334,Historical
2001-08-01,AK,422.70564,Historical
2001-09-01,AK,429.95111,Historical
2001-10-01,AK,437.61982,Historical
2001-11-01,AK,486.52873,Historical
2001-12-01,AK,532.92149,Historical
2002-01-01,AK,523.63796,Historical
2002-02-01,AK,495.40221,Historical
2002-03-01,AK,462.81658,Historical
2002-04-01,AK,450.73397,Historical
2002-05-01,AK,427.6181,Historical
2002-06-01,AK,414.67765,Historical
2002-07-01,AK,414.80118,Historical
2002-08-01,AK,434.10333,Historical
2002-09-01,AK,434.92343,Historical
2002-10-01,AK,445.86462,Historical
2002-11-01,AK,468.72441,Historical
2002-12-01,AK,492.18555,Historical
2003-01-01,AK,540.8805,Historical
2003-02-01,AK,475.38923,Historical
2003-03-01,AK,460.58553,Historical
2003-04-01,AK,445.36884,Historical
2003-05-01,AK,438.17776,Historical
2003-06-01,AK,418.3761,Historical
2003-07-01,AK,432.2715,Historical
2003-08-01,AK,442.98581,Historical
2003-09-01,AK,440.16756,Historical
2003-10-01,AK,452.74218,Historical
2003-11-01,AK,491.24501,Historical
2003-12-01,AK,525.49198,Historical
2004-01-01,AK,574.05769,Historical
2004-02-01,AK,508.18698,Historical
2004-03-01,AK,476.43956,Historical
2004-04-01,AK,483.37079,Historical
2004-05-01,AK,443.65906,Historical
2004-06-01,AK,426.6197,Historical
2004-07-01,AK,449.44645,Historical
2004-08-01,AK,456.30661,Historical
2004-09-01,AK,459.98377,Historical
2004-10-01,AK,472.60034,Historical
2004-11-01,AK,495.05528,Historical
2004-12-01,AK,542.75777,Historical
2005-01-01,AK,567.83673,Historical
2005-02-01,AK,520.65853,Historical
2005-03-01,AK,490.42653,Historical
2005-04-01,AK,469.23825,Historical
2005-05-01,AK,438.65294,Historical
2005-06-01,AK,437.96312,Historical
2005-07-01,AK,461.70201,Historical
2005-08-01,AK,455.34704,Historical
2005-09-01,AK,480.84249,Historical
2005-10-01,AK,493.75807,Historical
2005-11-01,AK,531.22302,Historical
2005-12-01,AK,564.92227,Historical
2006-01-01,AK,587.364,Historical
2006-02-01,AK,554.84579,Historical
2006-03-01,AK,522.26355,Historical
2006-04-01,AK,514.34858,Historical
2006-05-01,AK,458.16646,Historical
2006-06-01,AK,470.90915,Historical
2006-07-01,AK,472.69605,Historical
2006-08-01,AK,483.53149,Historical
2006-09-01,AK,489.09607,Historical
2006-10-01,AK,493.81628,Historical
2006-11-01,AK,547.96779,Historical
2006-12-01,AK,587.28579,Historical
2007-01-01,AK,609.0451,Historical
2007-02-01,AK,554.38369,Historical
2007-03-01,AK,555.84085,Historical
2007-04-01,AK,526.08323,Historical
2007-05-01,AK,482.26751,Historical
2007-06-01,AK,476.17843,Historical
2007-07-01,AK,492.04738,Historical
2007-08-01,AK,510.67588,Historical
2007-09-01,AK,496.46297,Historical
2007-10-01,AK,495.54176,Historical
2007-11-01,AK,541.15466,Historical
2007-12-01,AK,586.92854,Historical
2008-01-01,AK,622.15228,Historical
2008-02-01,AK,590.27895,Historical
2008-03-01,AK,542.68639,Historical
2008-04-01,AK,509.90923,Historical
2008-05-01,AK,488.30423,Historical
2008-06-01,AK,464.75492,Historical
2008-07-01,AK,472.88818,Historical
2008-08-01,AK,490.10523,Historical
2008-09-01,AK,498.29597,Historical
2008-10-01,AK,517.25789,Historical
2008-11-01,AK,547.75214,Historical
2008-12-01,AK,581.55858,Historical
2009-01-01,AK,622.89115,Historical
2009-02-01,AK,556.03016,Historical
2009-03-01,AK,532.85974,Historical
2009-04-01,AK,509.11918,Historical
2009-05-01,AK,481.76921,Historical
2009-06-01,AK,470.70977,Historical
2009-07-01,AK,483.18069,Historical
2009-08-01,AK,491.70948,Historical
2009-09-01,AK,481.4488,Historical
2009-10-01,AK,507.57267,Historical
2009-11-01,AK,538.87381,Historical
2009-12-01,AK,594.00632,Historical
2010-01-01,AK,597.8027,Historical
2010-02-01,AK,534.17688,Historical
2010-03-01,AK,548.42759,Historical
2010-04-01,AK,501.56775,Historical
2010-05-01,AK,477.74703,Historical
2010-06-01,AK,466.32686,Historical
2010-07-01,AK,487.39451,Historical
2010-08-01,AK,502.30834,Historical
2010-09-01,AK,483.97104,Historical
2010-10-01,AK,505.7446,Historical
2010-11-01,AK,535.67637,Historical
2010-12-01,AK,605.89437,Historical
2011-01-01,AK,618.90158,Historical
2011-02-01,AK,553.3496,Historical
2011-03-01,AK,561.59188,Historical
2011-04-01,AK,508.81309,Historical
2011-05-01,AK,481.60913,Historical
2011-06-01,AK,464.61511,Historical
2011-07-01,AK,474.85154,Historical
2011-08-01,AK,495.03089,Historical
2011-09-01,AK,485.06698,Historical
2011-10-01,AK,509.36119,Historical
2011-11-01,AK,561.50102,Historical
2011-12-01,AK,604.84795,Historical
2012-01-01,AK,618.73233,Historical
2012-02-01,AK,595.16679,Historical
2012-03-01,AK,556.74138,Historical
2012-04-01,AK,515.78731,Historical
2012-05-01,AK,480.61039,Historical
2012-06-01,AK,466.9367,Historical
2012-07-01,AK,491.53117,Historical
2012-08-01,AK,499.53195,Historical
2012-09-01,AK,487.93038,Historical
2012-10-01,AK,510.98373,Historical
2012-11-01,AK,566.05737,Historical
2012-12-01,AK,626.40148,Historical
2013-01-01,AK,613.73683,Historical
2013-02-01,AK,529.70697,Historical
2013-03-01,AK,540.50979,Historical
2013-04-01,AK,515.38197,Historical
2013-05-01,AK,495.83661,Historical
2013-06-01,AK,468.59587,Historical
2013-07-01,AK,480.33707,Historical
2013-08-01,AK,503.0162,Historical
2013-09-01,AK,487.79956,Historical
2013-10-01,AK,504.66318,Historical
2013-11-01,AK,526.26297,Historical
2013-12-01,AK,602.36499,Historical
2014-01-01,AK,601.22718,Historical
2014-02-01,AK,531.57257,Historical
2014-03-01,AK,551.97612,Historical
2014-04-01,AK,493.14285,Historical
2014-05-01,AK,470.94323,Historical
2014-06-01,AK,462.41728,Historical
2014-07-01,AK,475.16565,Historical
2014-08-01,AK,484.64498,Historical
2014-09-01,AK,484.49879,Historical
2014-10-01,AK,504.28877,Historical
2014-11-01,AK,529.62706,Historical
2014-12-01,AK,575.30753,Historical
2015-01-01,AK,581.79087,Historical
2015-02-01,AK,548.10099,Historical
2015-03-01,AK,536.69668,Historical
2015-04-01,AK,497.61053,Historical
2015-05-01,AK,472.21436,Historical
2015-06-01,AK,457.99089,Historical
2015-07-01,AK,474.12719,Historical
2015-08-01,AK,490.50291,Historical
2015-09-01,AK,482.17441,Historical
2015-10-01,AK,503.62391,Historical
2015-11-01,AK,526.41759,Historical
2015-12-01,AK,587.95367,Historical
2016-01-01,AK,577.08262,Historical
2016-02-01,AK,534.7513,Historical
2016-03-01,AK,526.8198,Historical
2016-04-01,AK,480.16147,Historical
2016-05-01,AK,468.77657,Historical
2016-06-01,AK,462.12759,Historical
2016-07-01,AK,473.04622,Historical
2016-08-01,AK,494.17691,Historical
2016-09-01,AK,470.27145,Historical
2016-10-01,AK,506.26737,Historical
2016-11-01,AK,534.24663,Historical
2016-12-01,AK,595.4741,Historical
2017-01-01,AK,606.48769,Historical
2017-02-01,AK,552.56027,Historical
2017-03-01,AK,555.55653,Historical
2017-04-01,AK,503.4197,Historical
2017-05-01,AK,470.96587,Historical
2017-06-01,AK,457.61245,Historical
2017-07-01,AK,476.90452,Historical
2017-08-01,AK,485.32444,Historical
2017-09-01,AK,473.55095,Historical
2017-10-01,AK,493.88845,Historical
2017-11-01,AK,536.43219,Historical
2017-12-01,AK,573.09594,Historical
2018-01-01,AK,573.57173,Historical
2018-02-01,AK,550.13723,Historical
2018-03-01,AK,535.54142,Historical
2018-04-01,AK,478.62848,Historical
2018-05-01,AK,472.05229,Historical
2018-06-01,AK,447.19017,Historical
2018-07-01,AK,466.20923,Historical
2018-08-01,AK,468.88325,Historical
2018-09-01,AK,465.29913,Historical
2018-10-01,AK,469.97137,Historical
2018-11-01,AK,505.7915,Historical
2018-12-01,AK,539.19117,Historical
2019-01-01,AK,560.98656,Historical
2019-02-01,AK,510.89413,Historical
2019-03-01,AK,509.19394,Historical
2019-04-01,AK,454.55938,Historical
2019-05-01,AK,458.88832,Historical
2019-06-01,AK,434.78571,Historical
2019-07-01,AK,460.51472,Historical
2019-08-01,AK,478.14797,Historical
2019-09-01,AK,450.46267,Historical
2019-10-01,AK,478.1763,Historical
2019-11-01,AK,491.10956,Historical
2019-12-01,AK,531.08578,Historical
2020-01-01,AK,593.40719,Historical
2020-02-01,AK,540.99683,Historical
2020-03-01,AK,535.20915,Historical
2020-04-01,AK,472.33587,Historical
2020-05-01,AK,432.8224,Historical
2020-06-01,AK,426.73726,Historical
2020-07-01,AK,449.82331,Historical
2020-08-01,AK,462.60538,Historical
2020-09-01,AK,445.3989,Historical
2020-10-01,AK,479.36493,Historical
2020-11-01,AK,523.34795,Historical
2020-12-01,AK,555.52783,Historical
2021-01-01,AK,541.50831,Historical
2021-02-01,AK,520.82789,Historical
2021-03-01,AK,544.33555,Historical
2021-04-01,AK,484.94142,Historical
2021-05-01,AK,461.04936,Historical
2021-06-01,AK,440.16252,Historical
2021-07-01,AK,453.8613,Historical
2021-08-01,AK,459.7656,Historical
2021-09-01,AK,459.58326,Historical
2021-10-01,AK,485.39478,Historical
2021-11-01,AK,533.55031,Historical
2021-12-01,AK,584.3587,Historical
2022-01-01,AK,579.88766,Historical
2022-02-01,AK,510.44735,Historical
2022-03-01,AK,527.44011,Historical
2022-04-01,AK,481.33635,Historical
2022-05-01,AK,467.39401,Historical
2022-06-01,AK,451.73102,Historical
2022-07-01,AK,462.97247,Historical
2022-08-01,AK,472.16051,Historical
2022-09-01,AK,462.04652,Historical
2022-10-01,AK,484.75807,Historical
2022-11-01,AK,521.95707,Historical
2022-12-01,AK,579.94887,Historical
2023-01-01,AK,587.91571,Historical
2023-02-01,AK,499.54252,Historical
2023-03-01,AK,545.47506,Historical
2023-04-01,AK,493.31099,Historical
2023-05-01,AK,471.31362,Historical
2023-06-01,AK,449.35603,Historical
2023-07-01,AK,472.87588,Historical
2023-08-01,AK,479.75839,Historical
2023-09-01,AK,457.88629,Historical
2023-10-01,AK,490.57005,Historical
2023-11-01,AK,508.59456,Historical
2023-12-01,AK,567.99891,Historical
2024-01-01,AK,586.69728,Historical
2024-02-01,AK,552.3428,Historical
2024-03-01,AK,521.58158,Historical
2024-04-01,AK,489.88301,Historical
2024-05-01,AK,466.01218,Historical
2024-06-01,AK,456.40796,Historical
2024-07-01,AK,466.30271,Historical
2024-08-01,AK,471.31606,Historical
2024-09-01,AK,460.67017,Historical
2024-10-01,AK,489.65769,Historical
2024-11-01,AK,520.04648,Historical
2024-12-01,AK,565.58508,Historical
2025-01-01,AK,566.93865,Historical
2025-02-01,AK,525.71417,Historical
2025-03-01,AK,525.68826,Historical
2025-04-01,AK,490.78242,Historical
2025-05-01,AK,478.07455,Historical
2025-06-01,AK,459.21204,Historical
2025-07-01,AK,485.51603,Historical
2025-08-01,AK,470.53238,Historical
2025-09-01,AK,628.7493286132812,Forecasted
2025-10-01,AK,591.4059448242188,Forecasted
2025-11-01,AK,591.3231811523438,Forecasted
2025-12-01,AK,634.0899047851562,Forecasted
2026-01-01,AK,644.9003295898438,Forecasted
2026-02-01,AK,608.87255859375,Forecasted
2026-03-01,AK,610.1383666992188,Forecasted
2026-04-01,AK,595.368896484375,Forecasted
2026-05-01,AK,594.5458374023438,Forecasted
2026-06-01,AK,632.8626098632812,Forecasted
2026-07-01,AK,653.8711547851562,Forecasted
2026-08-01,AK,653.8711547851562,Forecasted
2026-09-01,AK,628.7493286132812,Forecasted
2026-10-01,AK,591.4059448242188,Forecasted
2026-11-01,AK,591.3231811523438,Forecasted
2026-12-01,AK,634.0899047851562,Forecasted
2027-01-01,AK,644.9003295898438,Forecasted
2027-02-01,AK,608.87255859375,Forecasted
2027-03-01,AK,610.1383666992188,Forecasted
2027-04-01,AK,595.368896484375,Forecasted
2027-05-01,AK,594.5458374023438,Forecasted
2027-06-01,AK,632.8626098632812,Forecasted
2027-07-01,AK,653.8711547851562,Forecasted
2027-08-01,AK,653.8711547851562,Forecasted
2027-09-01,AK,628.7493286132812,Forecasted
2027-10-01,AK,591.4059448242188,Forecasted
2027-11-01,AK,591.3231811523438,Forecasted
2027-12-01,AK,634.0899047851562,Forecasted
2028-01-01,AK,644.9003295898438,Forecasted
2028-02-01,AK,608.87255859375,Forecasted
2028-03-01,AK,610.1383666992188,Forecasted
2028-04-01,AK,595.368896484375,Forecasted
2028-05-01,AK,594.5458374023438,Forecasted
2028-06-01,AK,632.8626098632812,Forecasted
2028-07-01,AK,653.8711547851562,Forecasted
2028-08-01,AK,653.8711547851562,Forecasted
2028-09-01,AK,628.7493286132812,Forecasted
2028-10-01,AK,591.4059448242188,Forecasted
2028-11-01,AK,591.3231811523438,Forecasted
2028-12-01,AK,634.0899047851562,Forecasted
2029-01-01,AK,644.9003295898438,Forecasted
2029-02-01,AK,608.87255859375,Forecasted
2029-03-01,AK,610.1383666992188,Forecasted
2029-04-01,AK,595.368896484375,Forecasted
2029-05-01,AK,594.5458374023438,Forecasted
2029-06-01,AK,632.8626098632812,Forecasted
2029-07-01,AK,653.8711547851562,Forecasted
2029-08-01,AK,653.8711547851562,Forecasted
2029-09-01,AK,628.7493286132812,Forecasted
2029-10-01,AK,591.4059448242188,Forecasted
2029-11-01,AK,591.3231811523438,Forecasted
2029-12-01,AK,634.0899047851562,Forecasted
2030-01-01,AK,644.9003295898438,Forecasted
2030-02-01,AK,608.87255859375,Forecasted
2030-03-01,AK,610.1383666992188,Forecasted
2030-04-01,AK,595.368896484375,Forecasted
2030-05-01,AK,594.5458374023438,Forecasted
2030-06-01,AK,632.8626098632812,Forecasted
2030-07-01,AK,653.8711547851562,Forecasted
2030-08-01,AK,653.8711547851562,Forecasted
2001-01-01,AL,7362.47302,Historical
2001-02-01,AL,6041.02574,Historical
2001-03-01,AL,5894.61038,Historical
2001-04-01,AL,6064.53539,Historical
2001-05-01,AL,6413.9653,Historical
2001-06-01,AL,7169.37956,Historical
2001-07-01,AL,7794.07207,Historical
2001-08-01,AL,7906.56345,Historical
2001-09-01,AL,7102.06398,Historical
2001-10-01,AL,5983.28302,Historical
2001-11-01,AL,5811.72204,Historical
2001-12-01,AL,5814.56404,Historical
2002-01-01,AL,7120.43573,Historical
2002-02-01,AL,5744.7063,Historical
2002-03-01,AL,6254.17135,Historical
2002-04-01,AL,6181.17754,Historical
2002-05-01,AL,6781.58273,Historical
2002-06-01,AL,7277.51734,Historical
2002-07-01,AL,8243.23275,Historical
2002-08-01,AL,8335.44792,Historical
2002-09-01,AL,7601.76877,Historical
2002-10-01,AL,6732.68209,Historical
2002-11-01,AL,6066.34578,Historical
2002-12-01,AL,6728.00968,Historical
2003-01-01,AL,7280.36274,Historical
2003-02-01,AL,6778.65837,Historical
2003-03-01,AL,6264.53747,Historical
2003-04-01,AL,6120.37394,Historical
2003-05-01,AL,6914.25442,Historical
2003-06-01,AL,7054.39379,Historical
2003-07-01,AL,8008.47545,Historical
2003-08-01,AL,8260.47825,Historical
2003-09-01,AL,7639.48945,Historical
2003-10-01,AL,6461.85824,Historical
2003-11-01,AL,6201.62196,Historical
2003-12-01,AL,6859.71594,Historical
2004-01-01,AL,7521.61292,Historical
2004-02-01,AL,6901.00782,Historical
2004-03-01,AL,6663.81241,Historical
2004-04-01,AL,6374.5866,Historical
2004-05-01,AL,7242.95724,Historical
2004-06-01,AL,7789.94917,Historical
2004-07-01,AL,8660.00736,Historical
2004-08-01,AL,8347.30043,Historical
2004-09-01,AL,7212.96942,Historical
2004-10-01,AL,6683.05385,Historical
2004-11-01,AL,6331.37404,Historical
2004-12-01,AL,7141.88774,Historical
2005-01-01,AL,7402.728,Historical
2005-02-01,AL,6797.83636,Historical
2005-03-01,AL,6820.94994,Historical
2005-04-01,AL,6457.58173,Historical
2005-05-01,AL,6961.59508,Historical
2005-06-01,AL,7712.75716,Historical
2005-07-01,AL,8550.54482,Historical
2005-08-01,AL,8755.01461,Historical
2005-09-01,AL,8438.94882,Historical
2005-10-01,AL,7287.83009,Historical
2005-11-01,AL,6535.95405,Historical
2005-12-01,AL,7479.87933,Historical
2006-01-01,AL,7350.44558,Historical
2006-02-01,AL,6808.63313,Historical
2006-03-01,AL,6869.84338,Historical
2006-04-01,AL,6601.07485,Historical
2006-05-01,AL,7430.58303,Historical
2006-06-01,AL,8132.85106,Historical
2006-07-01,AL,9201.2669,Historical
2006-08-01,AL,9304.33069,Historical
2006-09-01,AL,8290.94193,Historical
2006-10-01,AL,7064.91591,Historical
2006-11-01,AL,6439.11596,Historical
2006-12-01,AL,7183.69257,Historical
2007-01-01,AL,7441.65892,Historical
2007-02-01,AL,7267.45693,Historical
2007-03-01,AL,6917.58391,Historical
2007-04-01,AL,6567.2134,Historical
2007-05-01,AL,7375.90246,Historical
2007-06-01,AL,8159.60413,Historical
2007-07-01,AL,8825.46684,Historical
2007-08-01,AL,9505.24287,Historical
2007-09-01,AL,8604.49504,Historical
2007-10-01,AL,7407.42847,Historical
2007-11-01,AL,6607.39397,Historical
2007-12-01,AL,7149.01705,Historical
2008-01-01,AL,7959.03288,Historical
2008-02-01,AL,7302.28586,Historical
2008-03-01,AL,6976.32628,Historical
2008-04-01,AL,6616.11198,Historical
2008-05-01,AL,7161.46191,Historical
2008-06-01,AL,8338.29639,Historical
2008-07-01,AL,8857.94534,Historical
2008-08-01,AL,8704.04386,Historical
2008-09-01,AL,7921.9559,Historical
2008-10-01,AL,6745.79405,Historical
2008-11-01,AL,6312.27553,Historical
2008-12-01,AL,6811.74905,Historical
2009-01-01,AL,7153.59302,Historical
2009-02-01,AL,6538.09475,Historical
2009-03-01,AL,6140.10244,Historical
2009-04-01,AL,5785.37336,Historical
2009-05-01,AL,6516.99188,Historical
2009-06-01,AL,7281.39152,Historical
2009-07-01,AL,8437.90342,Historical
2009-08-01,AL,8065.032,Historical
2009-09-01,AL,7422.65326,Historical
2009-10-01,AL,6396.99344,Historical
2009-11-01,AL,6141.67277,Historical
2009-12-01,AL,6964.80012,Historical
2010-01-01,AL,8086.52207,Historical
2010-02-01,AL,7427.48953,Historical
2010-03-01,AL,6923.10662,Historical
2010-04-01,AL,6239.46822,Historical
2010-05-01,AL,6933.68714,Historical
2010-06-01,AL,8230.91886,Historical
2010-07-01,AL,9032.34484,Historical
2010-08-01,AL,9154.18362,Historical
2010-09-01,AL,8169.19109,Historical
2010-10-01,AL,6633.44326,Historical
2010-11-01,AL,6217.23817,Historical
2010-12-01,AL,7815.0516,Historical
2011-01-01,AL,8147.00302,Historical
2011-02-01,AL,7036.97381,Historical
2011-03-01,AL,6736.34265,Historical
2011-04-01,AL,6395.86961,Historical
2011-05-01,AL,6832.32772,Historical
2011-06-01,AL,8348.77176,Historical
2011-07-01,AL,8807.71352,Historical
2011-08-01,AL,9226.12209,Historical
2011-09-01,AL,7634.76474,Historical
2011-10-01,AL,6461.04292,Historical
2011-11-01,AL,6359.99802,Historical
2011-12-01,AL,7008.43914,Historical
2012-01-01,AL,7149.77908,Historical
2012-02-01,AL,6587.39991,Historical
2012-03-01,AL,6561.12209,Historical
2012-04-01,AL,6442.71144,Historical
2012-05-01,AL,7254.37336,Historical
2012-06-01,AL,7728.74406,Historical
2012-07-01,AL,8667.80893,Historical
2012-08-01,AL,8390.14305,Historical
2012-09-01,AL,7500.5924,Historical
2012-10-01,AL,6565.28152,Historical
2012-11-01,AL,6459.509,Historical
2012-12-01,AL,6875.08317,Historical
2013-01-01,AL,7313.85836,Historical
2013-02-01,AL,6724.17875,Historical
2013-03-01,AL,6957.05391,Historical
2013-04-01,AL,6479.16646,Historical
2013-05-01,AL,6873.14982,Historical
2013-06-01,AL,7848.79871,Historical
2013-07-01,AL,8260.49919,Historical
2013-08-01,AL,8450.25927,Historical
2013-09-01,AL,7796.40186,Historical
2013-10-01,AL,6983.45922,Historical
2013-11-01,AL,6744.05591,Historical
2013-12-01,AL,7421.22556,Historical
2014-01-01,AL,8563.47246,Historical
2014-02-01,AL,7322.17446,Historical
2014-03-01,AL,7073.89548,Historical
2014-04-01,AL,6388.39677,Historical
2014-05-01,AL,7040.45563,Historical
2014-06-01,AL,7907.46159,Historical
2014-07-01,AL,8442.19332,Historical
2014-08-01,AL,8614.98509,Historical
2014-09-01,AL,8087.94712,Historical
2014-10-01,AL,6967.66486,Historical
2014-11-01,AL,6759.14673,Historical
2014-12-01,AL,7325.93351,Historical
2015-01-01,AL,8009.64078,Historical
2015-02-01,AL,7434.52386,Historical
2015-03-01,AL,7010.49851,Historical
2015-04-01,AL,6358.56122,Historical
2015-05-01,AL,7009.6097,Historical
2015-06-01,AL,8081.85578,Historical
2015-07-01,AL,8902.9838,Historical
2015-08-01,AL,8749.29027,Historical
2015-09-01,AL,7661.55163,Historical
2015-10-01,AL,6705.36285,Historical
2015-11-01,AL,6274.53251,Historical
2015-12-01,AL,6647.1321,Historical
2016-01-01,AL,7688.45908,Historical
2016-02-01,AL,6968.01711,Historical
2016-03-01,AL,6436.84691,Historical
2016-04-01,AL,6194.28071,Historical
2016-05-01,AL,6904.39354,Historical
2016-06-01,AL,8013.83925,Historical
2016-07-01,AL,8823.54098,Historical
2016-08-01,AL,8865.50135,Historical
2016-09-01,AL,8102.65939,Historical
2016-10-01,AL,6870.84835,Historical
2016-11-01,AL,6315.0103,Historical
2016-12-01,AL,7041.74402,Historical
2017-01-01,AL,7200.31745,Historical
2017-02-01,AL,6148.61528,Historical
2017-03-01,AL,6618.94861,Historical
2017-04-01,AL,6503.17404,Historical
2017-05-01,AL,6980.78642,Historical
2017-06-01,AL,7554.98592,Historical
2017-07-01,AL,8562.71345,Historical
2017-08-01,AL,8549.97382,Historical
2017-09-01,AL,7379.41741,Historical
2017-10-01,AL,6944.66252,Historical
2017-11-01,AL,6483.24745,Historical
2017-12-01,AL,7314.88765,Historical
2018-01-01,AL,8571.05263,Historical
2018-02-01,AL,6586.13724,Historical
2018-03-01,AL,6713.36877,Historical
2018-04-01,AL,6276.03058,Historical
2018-05-01,AL,7274.54457,Historical
2018-06-01,AL,8162.50338,Historical
2018-07-01,AL,8707.46856,Historical
2018-08-01,AL,8655.22967,Historical
2018-09-01,AL,8165.12099,Historical
2018-10-01,AL,7216.8753,Historical
2018-11-01,AL,6765.90881,Historical
2018-12-01,AL,7186.21551,Historical
2019-01-01,AL,7620.00922,Historical
2019-02-01,AL,6487.73106,Historical
2019-03-01,AL,6686.66241,Historical
2019-04-01,AL,6266.00059,Historical
2019-05-01,AL,7254.10561,Historical
2019-06-01,AL,7784.53318,Historical
2019-07-01,AL,8538.54546,Historical
2019-08-01,AL,8715.53689,Historical
2019-09-01,AL,8273.1129,Historical
2019-10-01,AL,7043.19292,Historical
2019-11-01,AL,6517.01852,Historical
2019-12-01,AL,6908.66325,Historical
2020-01-01,AL,7176.42851,Historical
2020-02-01,AL,6737.74734,Historical
2020-03-01,AL,6479.78199,Historical
2020-04-01,AL,5708.45118,Historical
2020-05-01,AL,6260.68982,Historical
2020-06-01,AL,7187.13224,Historical
2020-07-01,AL,8223.47991,Historical
2020-08-01,AL,8381.1636,Historical
2020-09-01,AL,7297.99223,Historical
2020-10-01,AL,6477.24728,Historical
2020-11-01,AL,6154.98385,Historical
2020-12-01,AL,7310.50707,Historical
2021-01-01,AL,7559.43726,Historical
2021-02-01,AL,6936.70306,Historical
2021-03-01,AL,6634.89267,Historical
2021-04-01,AL,6161.02403,Historical
2021-05-01,AL,6590.69643,Historical
2021-06-01,AL,7504.19944,Historical
2021-07-01,AL,8211.34062,Historical
2021-08-01,AL,8514.31719,Historical
2021-09-01,AL,7536.51923,Historical
2021-10-01,AL,6824.4375,Historical
2021-11-01,AL,6483.34643,Historical
2021-12-01,AL,6628.25214,Historical
2022-01-01,AL,7726.09409,Historical
2022-02-01,AL,6785.33508,Historical
2022-03-01,AL,6487.58825,Historical
2022-04-01,AL,6141.77423,Historical
2022-05-01,AL,7180.35205,Historical
2022-06-01,AL,8235.07041,Historical
2022-07-01,AL,8879.87429,Historical
2022-08-01,AL,8486.04952,Historical
2022-09-01,AL,7423.14707,Historical
2022-10-01,AL,6335.50907,Historical
2022-11-01,AL,6280.4966,Historical
2022-12-01,AL,7066.25434,Historical
2023-01-01,AL,7043.38231,Historical
2023-02-01,AL,6261.83545,Historical
2023-03-01,AL,6470.87781,Historical
2023-04-01,AL,6125.09073,Historical
2023-05-01,AL,6654.5337,Historical
2023-06-01,AL,7532.63252,Historical
2023-07-01,AL,8506.51213,Historical
2023-08-01,AL,8838.68446,Historical
2023-09-01,AL,7759.33787,Historical
2023-10-01,AL,6442.11558,Historical
2023-11-01,AL,6317.31829,Historical
2023-12-01,AL,6928.03815,Historical
2024-01-01,AL,7950.24814,Historical
2024-02-01,AL,6682.31962,Historical
2024-03-01,AL,6245.46655,Historical
2024-04-01,AL,6144.93617,Historical
2024-05-01,AL,7265.72973,Historical
2024-06-01,AL,7980.60256,Historical
2024-07-01,AL,8656.89537,Historical
2024-08-01,AL,8824.45645,Historical
2024-09-01,AL,7517.11757,Historical
2024-10-01,AL,6778.1391,Historical
2024-11-01,AL,6337.48909,Historical
2024-12-01,AL,7139.53168,Historical
2025-01-01,AL,8374.80339,Historical
2025-02-01,AL,6826.8722,Historical
2025-03-01,AL,6558.87478,Historical
2025-04-01,AL,6501.90527,Historical
2025-05-01,AL,7044.8284,Historical
2025-06-01,AL,7869.25723,Historical
2025-07-01,AL,8979.85758,Historical
2025-08-01,AL,8445.35498,Historical
2025-09-01,AL,8075.20166015625,Forecasted
2025-10-01,AL,8014.484375,Forecasted
2025-11-01,AL,8007.76611328125,Forecasted
2025-12-01,AL,8057.16796875,Forecasted
2026-01-01,AL,8110.46826171875,Forecasted
2026-02-01,AL,8029.60400390625,Forecasted
2026-03-01,AL,8030.86962890625,Forecasted
2026-04-01,AL,8003.53466796875,Forecasted
2026-05-01,AL,8009.71484375,Forecasted
2026-06-01,AL,8075.28271484375,Forecasted
2026-07-01,AL,8168.384765625,Forecasted
2026-08-01,AL,8168.384765625,Forecasted
2026-09-01,AL,8075.20166015625,Forecasted
2026-10-01,AL,8014.484375,Forecasted
2026-11-01,AL,8007.76611328125,Forecasted
2026-12-01,AL,8057.16796875,Forecasted
2027-01-01,AL,8110.46826171875,Forecasted
2027-02-01,AL,8029.60400390625,Forecasted
2027-03-01,AL,8030.86962890625,Forecasted
2027-04-01,AL,8003.53466796875,Forecasted
2027-05-01,AL,8009.71484375,Forecasted
2027-06-01,AL,8075.28271484375,Forecasted
2027-07-01,AL,8168.384765625,Forecasted
2027-08-01,AL,8168.384765625,Forecasted
2027-09-01,AL,8075.20166015625,Forecasted
2027-10-01,AL,8014.484375,Forecasted
2027-11-01,AL,8007.76611328125,Forecasted
2027-12-01,AL,8057.16796875,Forecasted
2028-01-01,AL,8110.46826171875,Forecasted
2028-02-01,AL,8029.60400390625,Forecasted
2028-03-01,AL,8030.86962890625,Forecasted
2028-04-01,AL,8003.53466796875,Forecasted
2028-05-01,AL,8009.71484375,Forecasted
2028-06-01,AL,8075.28271484375,Forecasted
2028-07-01,AL,8168.384765625,Forecasted
2028-08-01,AL,8168.384765625,Forecasted
2028-09-01,AL,8075.20166015625,Forecasted
2028-10-01,AL,8014.484375,Forecasted
2028-11-01,AL,8007.76611328125,Forecasted
2028-12-01,AL,8057.16796875,Forecasted
2029-01-01,AL,8110.46826171875,Forecasted
2029-02-01,AL,8029.60400390625,Forecasted
2029-03-01,AL,8030.86962890625,Forecasted
