period,stateid,value,type
2029-12-01,ID,2607.976,Forecasted
2030-01-01,ID,2631.9949,Forecasted
2030-02-01,ID,2566.9924,Forecasted
2030-03-01,ID,2566.9924,Forecasted
2030-04-01,ID,2532.7095,Forecasted
2030-05-01,ID,2538.89,Forecasted
2030-06-01,ID,2629.8171,Forecasted
2030-07-01,ID,2698.1116,Forecasted
2030-08-01,ID,2698.1116,Forecasted
2025-09-01,IA,4941.256,Forecasted
2025-10-01,IA,4872.658,Forecasted
2025-11-01,IA,4865.94,Forecasted
2025-12-01,IA,4922.281,Forecasted
2026-01-01,IA,4958.502,Forecasted
2026-02-01,IA,4879.2817,Forecasted
2026-03-01,IA,4879.2817,Forecasted
2026-04-01,IA,4844.999,Forecasted
2026-05-01,IA,4851.179,Forecasted
2026-06-01,IA,4957.0244,Forecasted
2026-07-01,IA,5025.318,Forecasted
2026-08-01,IA,5025.318,Forecasted
2026-09-01,IA,4941.256,Forecasted
2026-10-01,IA,4872.658,Forecasted
2026-11-01,IA,4865.94,Forecasted
2026-12-01,IA,4922.281,Forecasted
2027-01-01,IA,4958.502,Forecasted
2027-02-01,IA,4879.2817,Forecasted
2027-03-01,IA,4879.2817,Forecasted
2027-04-01,IA,4844.999,Forecasted
2027-05-01,IA,4851.179,Forecasted
2027-06-01,IA,4957.0244,Forecasted
2027-07-01,IA,5025.318,Forecasted
2027-08-01,IA,5025.318,Forecasted
2027-09-01,IA,4941.256,Forecasted
2027-10-01,IA,4872.658,Forecasted
2027-11-01,IA,4865.94,Forecasted
2027-12-01,IA,4922.281,Forecasted
2028-01-01,IA,4958.502,Forecasted
2028-02-01,IA,4879.2817,Forecasted
2028-03-01,IA,4879.2817,Forecasted
2028-04-01,IA,4844.999,Forecasted
2028-05-01,IA,4851.179,Forecasted
2028-06-01,IA,4957.0244,Forecasted
2028-07-01,IA,5025.318,Forecasted
2028-08-01,IA,5025.318,Forecasted
2028-09-01,IA,4941.256,Forecasted
2028-10-01,IA,4872.658,Forecasted
2028-11-01,IA,4865.94,Forecasted
2028-12-01,IA,4922.281,Forecasted
2029-01-01,IA,4958.502,Forecasted
2029-02-01,IA,4879.2817,Forecasted
2029-03-01,IA,4879.2817,Forecasted
2029-04-01,IA,4844.999,Forecasted
2029-05-01,IA,4851.179,Forecasted
2029-06-01,IA,4957.0244,Forecasted
2029-07-01,IA,5025.318,Forecasted
2029-08-01,IA,5025.318,Forecasted
2029-09-01,IA,4941.256,Forecasted
2029-10-01,IA,4872.658,Forecasted
2029-11-01,IA,4865.94,Forecasted
2029-12-01,IA,4922.281,Forecasted
2030-01-01,IA,4958.502,Forecasted
2030-02-01,IA,4879.2817,Forecasted
2030-03-01,IA,4879.2817,Forecasted
2030-04-01,IA,4844.999,Forecasted
2030-05-01,IA,4851.179,Forecasted
2030-06-01,IA,4957.0244,Forecasted
2030-07-01,IA,5025.318,Forecasted
2030-08-01,IA,5025.318,Forecasted
2025-09-01,HI,789.8769,Forecasted
2025-10-01,HI,744.0389,Forecasted
2025-11-01,HI,743.9561,Forecasted
2025-12-01,HI,793.6619,Forecasted
2026-01-01,HI,797.5332,Forecasted
2026-02-01,HI,761.50543,Forecasted
2026-03-01,HI,762.77124,Forecasted
2026-04-01,HI,748.00183,Forecasted
2026-05-01,HI,747.1788,Forecasted
2026-06-01,HI,813.8786,Forecasted
2026-07-01,HI,865.46106,Forecasted
2026-08-01,HI,865.46106,Forecasted
2026-09-01,HI,789.8769,Forecasted
2026-10-01,HI,744.0389,Forecasted
2026-11-01,HI,743.9561,Forecasted
2026-12-01,HI,793.6619,Forecasted
2027-01-01,HI,797.5332,Forecasted
2027-02-01,HI,761.50543,Forecasted
2027-03-01,HI,762.77124,Forecasted
2027-04-01,HI,748.00183,Forecasted
2027-05-01,HI,747.1788,Forecasted
2027-06-01,HI,813.8786,Forecasted
2027-07-01,HI,865.46106,Forecasted
2027-08-01,HI,865.46106,Forecasted
2027-09-01,HI,789.8769,Forecasted
2027-10-01,HI,744.0389,Forecasted
2027-11-01,HI,743.9561,Forecasted
2027-12-01,HI,793.6619,Forecasted
2028-01-01,HI,797.5332,Forecasted
2028-02-01,HI,761.50543,Forecasted
2028-03-01,HI,762.77124,Forecasted
2028-04-01,HI,748.00183,Forecasted
2028-05-01,HI,747.1788,Forecasted
2028-06-01,HI,813.8786,Forecasted
2028-07-01,HI,865.46106,Forecasted
2028-08-01,HI,865.46106,Forecasted
2028-09-01,HI,789.8769,Forecasted
2028-10-01,HI,744.0389,Forecasted
2028-11-01,HI,743.9561,Forecasted
2028-12-01,HI,793.6619,Forecasted
2029-01-01,HI,797.5332,Forecasted
2029-02-01,HI,761.50543,Forecasted
2029-03-01,HI,762.77124,Forecasted
2029-04-01,HI,748.00183,Forecasted
2029-05-01,HI,747.1788,Forecasted
2029-06-01,HI,813.8786,Forecasted
2029-07-01,HI,865.46106,Forecasted
2029-08-01,HI,865.46106,Forecasted
2029-09-01,HI,789.8769,Forecasted
2029-10-01,HI,744.0389,Forecasted
2029-11-01,HI,743.9561,Forecasted
2029-12-01,HI,793.6619,Forecasted
2030-01-01,HI,797.5332,Forecasted
2030-02-01,HI,761.50543,Forecasted
2030-03-01,HI,762.77124,Forecasted
2030-04-01,HI,748.00183,Forecasted
2030-05-01,HI,747.1788,Forecasted
2030-06-01,HI,813.8786,Forecasted
2030-07-01,HI,865.46106,Forecasted
2030-08-01,HI,865.46106,Forecasted
2025-09-01,GA,14122.034,Forecasted
2025-10-01,GA,14076.526,Forecasted
2025-11-01,GA,13783.954,Forecasted
2025-12-01,GA,13827.646,Forecasted
2026-01-01,GA,14162.921,Forecasted
2026-02-01,GA,13652.564,Forecasted
2026-03-01,GA,13653.83,Forecasted
2026-04-01,GA,13629.485,Forecasted
2026-05-01,GA,14101.074,Forecasted
2026-06-01,GA,14166.787,Forecasted
2026-07-01,GA,14699.192,Forecasted
2026-08-01,GA,14699.192,Forecasted
2026-09-01,GA,14122.034,Forecasted
2026-10-01,GA,14076.526,Forecasted
2026-11-01,GA,13783.954,Forecasted
2026-12-01,GA,13827.646,Forecasted
2027-01-01,GA,14162.921,Forecasted
2027-02-01,GA,13652.564,Forecasted
2027-03-01,GA,13653.83,Forecasted
2027-04-01,GA,13629.485,Forecasted
2027-05-01,GA,14101.074,Forecasted
2027-06-01,GA,14166.787,Forecasted
2027-07-01,GA,14699.192,Forecasted
2027-08-01,GA,14699.192,Forecasted
2027-09-01,GA,14122.034,Forecasted
2027-10-01,GA,14076.526,Forecasted
2027-11-01,GA,13783.954,Forecasted
2027-12-01,GA,13827.646,Forecasted
2028-01-01,GA,14162.921,Forecasted
2028-02-01,GA,13652.564,Forecasted
2028-03-01,GA,13653.83,Forecasted
2028-04-01,GA,13629.485,Forecasted
2028-05-01,GA,14101.074,Forecasted
2028-06-01,GA,14166.787,Forecasted
2028-07-01,GA,14699.192,Forecasted
2028-08-01,GA,14699.192,Forecasted
2028-09-01,GA,14122.034,Forecasted
2028-10-01,GA,14076.526,Forecasted
2028-11-01,GA,13783.954,Forecasted
2028-12-01,GA,13827.646,Forecasted
2029-01-01,GA,14162.921,Forecasted
2029-02-01,GA,13652.564,Forecasted
2029-03-01,GA,13653.83,Forecasted
2029-04-01,GA,13629.485,Forecasted
2029-05-01,GA,14101.074,Forecasted
2029-06-01,GA,14166.787,Forecasted
2029-07-01,GA,14699.192,Forecasted
2029-08-01,GA,14699.192,Forecasted
2029-09-01,GA,14122.034,Forecasted
2029-10-01,GA,14076.526,Forecasted
2029-11-01,GA,13783.954,Forecasted
2029-12-01,GA,13827.646,Forecasted
2030-01-01,GA,14162.921,Forecasted
2030-02-01,GA,13652.564,Forecasted
2030-03-01,GA,13653.83,Forecasted
2030-04-01,GA,13629.485,Forecasted
2030-05-01,GA,14101.074,Forecasted
2030-06-01,GA,14166.787,Forecasted
2030-07-01,GA,14699.192,Forecasted
2030-08-01,GA,14699.192,Forecasted
2025-09-01,FL,25085.959,Forecasted
2025-10-01,FL,23541.508,Forecasted
2025-11-01,FL,21705.867,Forecasted
2025-12-01,FL,21816.178,Forecasted
2026-01-01,FL,21605.438,Forecasted
2026-02-01,FL,20976.234,Forecasted
2026-03-01,FL,20996.72,Forecasted
2026-04-01,FL,21038.525,Forecasted
2026-05-01,FL,21664.996,Forecasted
2026-06-01,FL,23725.389,Forecasted
2026-07-01,FL,26210.574,Forecasted
2026-08-01,FL,26251.773,Forecasted
2026-09-01,FL,25085.959,Forecasted
2026-10-01,FL,23541.508,Forecasted
2026-11-01,FL,21705.867,Forecasted
2026-12-01,FL,21816.178,Forecasted
2027-01-01,FL,21605.438,Forecasted
2027-02-01,FL,20976.234,Forecasted
2027-03-01,FL,20996.72,Forecasted
2027-04-01,FL,21038.525,Forecasted
2027-05-01,FL,21664.996,Forecasted
2027-06-01,FL,23725.389,Forecasted
2027-07-01,FL,26210.574,Forecasted
2027-08-01,FL,26251.773,Forecasted
2027-09-01,FL,25085.959,Forecasted
2027-10-01,FL,23541.508,Forecasted
2027-11-01,FL,21705.867,Forecasted
2027-12-01,FL,21816.178,Forecasted
2028-01-01,FL,21605.438,Forecasted
2028-02-01,FL,20976.234,Forecasted
2028-03-01,FL,20996.72,Forecasted
2028-04-01,FL,21038.525,Forecasted
2028-05-01,FL,21664.996,Forecasted
2028-06-01,FL,23725.389,Forecasted
2028-07-01,FL,26210.574,Forecasted
2028-08-01,FL,26251.773,Forecasted
2028-09-01,FL,25085.959,Forecasted
2028-10-01,FL,23541.508,Forecasted
2028-11-01,FL,21705.867,Forecasted
2028-12-01,FL,21816.178,Forecasted
2029-01-01,FL,21605.438,Forecasted
2029-02-01,FL,20976.234,Forecasted
2029-03-01,FL,20996.72,Forecasted
2029-04-01,FL,21038.525,Forecasted
2029-05-01,FL,21664.996,Forecasted
2029-06-01,FL,23725.389,Forecasted
2029-07-01,FL,26210.574,Forecasted
2029-08-01,FL,26251.773,Forecasted
2029-09-01,FL,25085.959,Forecasted
2029-10-01,FL,23541.508,Forecasted
2029-11-01,FL,21705.867,Forecasted
2029-12-01,FL,21816.178,Forecasted
2030-01-01,FL,21605.438,Forecasted
2030-02-01,FL,20976.234,Forecasted
2030-03-01,FL,20996.72,Forecasted
2030-04-01,FL,21038.525,Forecasted
2030-05-01,FL,21664.996,Forecasted
2030-06-01,FL,23725.389,Forecasted
2030-07-01,FL,26210.574,Forecasted
2030-08-01,FL,26251.773,Forecasted
2025-09-01,DE,949.33936,Forecasted
2025-10-01,DE,893.6438,Forecasted
2025-11-01,DE,893.56104,Forecasted
2025-12-01,DE,936.3277,Forecasted
2026-01-01,DE,973.10956,Forecasted
2026-02-01,DE,912.17896,Forecasted
2026-03-01,DE,913.44476,Forecasted
2026-04-01,DE,898.6753,Forecasted
2026-05-01,DE,897.85223,Forecasted
2026-06-01,DE,972.15436,Forecasted
2026-07-01,DE,1033.4022,Forecasted
2026-08-01,DE,1033.4022,Forecasted
2026-09-01,DE,949.33936,Forecasted
2026-10-01,DE,893.6438,Forecasted
2026-11-01,DE,893.56104,Forecasted
2026-12-01,DE,936.3277,Forecasted
2027-01-01,DE,973.10956,Forecasted
2027-02-01,DE,912.17896,Forecasted
2027-03-01,DE,913.44476,Forecasted
2027-04-01,DE,898.6753,Forecasted
2027-05-01,DE,897.85223,Forecasted
2027-06-01,DE,972.15436,Forecasted
2027-07-01,DE,1033.4022,Forecasted
2027-08-01,DE,1033.4022,Forecasted
2027-09-01,DE,949.33936,Forecasted
2027-10-01,DE,893.6438,Forecasted
2027-11-01,DE,893.56104,Forecasted
2027-12-01,DE,936.3277,Forecasted
2028-01-01,DE,973.10956,Forecasted
2028-02-01,DE,912.17896,Forecasted
2028-03-01,DE,913.44476,Forecasted
2028-04-01,DE,898.6753,Forecasted
2028-05-01,DE,897.85223,Forecasted
2028-06-01,DE,972.15436,Forecasted
2028-07-01,DE,1033.4022,Forecasted
2028-08-01,DE,1033.4022,Forecasted
2028-09-01,DE,949.33936,Forecasted
2028-10-01,DE,893.6438,Forecasted
2028-11-01,DE,893.56104,Forecasted
2028-12-01,DE,936.3277,Forecasted
2029-01-01,DE,973.10956,Forecasted
2029-02-01,DE,912.17896,Forecasted
2029-03-01,DE,913.44476,Forecasted
2029-04-01,DE,898.6753,Forecasted
2029-05-01,DE,897.85223,Forecasted
2029-06-01,DE,972.15436,Forecasted
2029-07-01,DE,1033.4022,Forecasted
2029-08-01,DE,1033.4022,Forecasted
2029-09-01,DE,949.33936,Forecasted
2029-10-01,DE,893.6438,Forecasted
2029-11-01,DE,893.56104,Forecasted
2029-12-01,DE,936.3277,Forecasted
2030-01-01,DE,973.10956,Forecasted
2030-02-01,DE,912.17896,Forecasted
2030-03-01,DE,913.44476,Forecasted
2030-04-01,DE,898.6753,Forecasted
2030-05-01,DE,897.85223,Forecasted
2030-06-01,DE,972.15436,Forecasted
2030-07-01,DE,1033.4022,Forecasted
2030-08-01,DE,1033.4022,Forecasted
2025-09-01,DC,792.0165,Forecasted
2025-10-01,DC,746.17847,Forecasted
2025-11-01,DC,746.0957,Forecasted
2025-12-01,DC,788.86237,Forecasted
2026-01-01,DC,799.6728,Forecasted
2026-02-01,DC,763.645,Forecasted
2026-03-01,DC,764.9108,Forecasted
2026-04-01,DC,750.1414,Forecasted
2026-05-01,DC,749.31836,Forecasted
2026-06-01,DC,816.0182,Forecasted
2026-07-01,DC,867.60065,Forecasted
2026-08-01,DC,867.60065,Forecasted
2026-09-01,DC,792.0165,Forecasted
2026-10-01,DC,746.17847,Forecasted
2026-11-01,DC,746.0957,Forecasted
2026-12-01,DC,788.86237,Forecasted
2027-01-01,DC,799.6728,Forecasted
2027-02-01,DC,763.645,Forecasted
2027-03-01,DC,764.9108,Forecasted
2027-04-01,DC,750.1414,Forecasted
2027-05-01,DC,749.31836,Forecasted
2027-06-01,DC,816.0182,Forecasted
2027-07-01,DC,867.60065,Forecasted
2027-08-01,DC,867.60065,Forecasted
2027-09-01,DC,792.0165,Forecasted
2027-10-01,DC,746.17847,Forecasted
2027-11-01,DC,746.0957,Forecasted
2027-12-01,DC,788.86237,Forecasted
2028-01-01,DC,799.6728,Forecasted
2028-02-01,DC,763.645,Forecasted
2028-03-01,DC,764.9108,Forecasted
2028-04-01,DC,750.1414,Forecasted
2028-05-01,DC,749.31836,Forecasted
2028-06-01,DC,816.0182,Forecasted
2028-07-01,DC,867.60065,Forecasted
2028-08-01,DC,867.60065,Forecasted
2028-09-01,DC,792.0165,Forecasted
2028-10-01,DC,746.17847,Forecasted
2028-11-01,DC,746.0957,Forecasted
2028-12-01,DC,788.86237,Forecasted
2029-01-01,DC,799.6728,Forecasted
2029-02-01,DC,763.645,Forecasted
2029-03-01,DC,764.9108,Forecasted
2029-04-01,DC,750.1414,Forecasted
2029-05-01,DC,749.31836,Forecasted
2029-06-01,DC,816.0182,Forecasted
2029-07-01,DC,867.60065,Forecasted
2029-08-01,DC,867.60065,Forecasted
2029-09-01,DC,792.0165,Forecasted
2029-10-01,DC,746.17847,Forecasted
2029-11-01,DC,746.0957,Forecasted
2029-12-01,DC,788.86237,Forecasted
2030-01-01,DC,799.6728,Forecasted
2030-02-01,DC,763.645,Forecasted
2030-03-01,DC,764.9108,Forecasted
2030-04-01,DC,750.1414,Forecasted
2030-05-01,DC,749.31836,Forecasted
2030-06-01,DC,816.0182,Forecasted
2030-07-01,DC,867.60065,Forecasted
2030-08-01,DC,867.60065,Forecasted
2025-09-01,CT,2361.8555,Forecasted
2025-10-01,CT,2303.1152,Forecasted
2025-11-01,CT,2296.3965,Forecasted
2025-12-01,CT,2345.799,Forecasted
2026-01-01,CT,2316.9006,Forecasted
2026-02-01,CT,2273.0884,Forecasted
2026-03-01,CT,2274.3542,Forecasted
2026-04-01,CT,2247.019,Forecasted
2026-05-01,CT,2253.1995,Forecasted
2026-06-01,CT,2320.2944,Forecasted
2026-07-01,CT,2415.0835,Forecasted
2026-08-01,CT,2415.0835,Forecasted
2026-09-01,CT,2361.8555,Forecasted
2026-10-01,CT,2303.1152,Forecasted
2026-11-01,CT,2296.3965,Forecasted
2026-12-01,CT,2345.799,Forecasted
2027-01-01,CT,2316.9006,Forecasted
2027-02-01,CT,2273.0884,Forecasted
2027-03-01,CT,2274.3542,Forecasted
2027-04-01,CT,2247.019,Forecasted
2027-05-01,CT,2253.1995,Forecasted
2027-06-01,CT,2320.2944,Forecasted
2027-07-01,CT,2415.0835,Forecasted
2027-08-01,CT,2415.0835,Forecasted
2027-09-01,CT,2361.8555,Forecasted
2027-10-01,CT,2303.1152,Forecasted
2027-11-01,CT,2296.3965,Forecasted
2027-12-01,CT,2345.799,Forecasted
2028-01-01,CT,2316.9006,Forecasted
2028-02-01,CT,2273.0884,Forecasted
2028-03-01,CT,2274.3542,Forecasted
2028-04-01,CT,2247.019,Forecasted
2028-05-01,CT,2253.1995,Forecasted
2028-06-01,CT,2320.2944,Forecasted
2028-07-01,CT,2415.0835,Forecasted
2028-08-01,CT,2415.0835,Forecasted
2028-09-01,CT,2361.8555,Forecasted
2028-10-01,CT,2303.1152,Forecasted
2028-11-01,CT,2296.3965,Forecasted
2028-12-01,CT,2345.799,Forecasted
2029-01-01,CT,2316.9006,Forecasted
2029-02-01,CT,2273.0884,Forecasted
2029-03-01,CT,2274.3542,Forecasted
2029-04-01,CT,2247.019,Forecasted
2029-05-01,CT,2253.1995,Forecasted
2029-06-01,CT,2320.2944,Forecasted
2029-07-01,CT,2415.0835,Forecasted
2029-08-01,CT,2415.0835,Forecasted
2029-09-01,CT,2361.8555,Forecasted
2029-10-01,CT,2303.1152,Forecasted
2029-11-01,CT,2296.3965,Forecasted
2029-12-01,CT,2345.799,Forecasted
2030-01-01,CT,2316.9006,Forecasted
2030-02-01,CT,2273.0884,Forecasted
2030-03-01,CT,2274.3542,Forecasted
2030-04-01,CT,2247.019,Forecasted
2030-05-01,CT,2253.1995,Forecasted
2030-06-01,CT,2320.2944,Forecasted
2030-07-01,CT,2415.0835,Forecasted
2030-08-01,CT,2415.0835,Forecasted
2025-09-01,CO,5675.6675,Forecasted
2025-10-01,CO,5607.07,Forecasted
2025-11-01,CO,5600.3516,Forecasted
2025-12-01,CO,5649.7534,Forecasted
2026-01-01,CO,5709.5547,Forecasted
2026-02-01,CO,5620.9404,Forecasted
2026-03-01,CO,5622.206,Forecasted
2026-04-01,CO,5594.871,Forecasted
2026-05-01,CO,5601.0513,Forecasted
2026-06-01,CO,5675.7485,Forecasted
2026-07-01,CO,5760.7476,Forecasted
2026-08-01,CO,5760.7476,Forecasted
2026-09-01,CO,5675.6675,Forecasted
2026-10-01,CO,5607.07,Forecasted
2026-11-01,CO,5600.3516,Forecasted
2026-12-01,CO,5649.7534,Forecasted
2027-01-01,CO,5709.5547,Forecasted
2027-02-01,CO,5620.9404,Forecasted
2027-03-01,CO,5622.206,Forecasted
2027-04-01,CO,5594.871,Forecasted
2027-05-01,CO,5601.0513,Forecasted
2027-06-01,CO,5675.7485,Forecasted
2027-07-01,CO,5760.7476,Forecasted
2027-08-01,CO,5760.7476,Forecasted
2027-09-01,CO,5675.6675,Forecasted
2027-10-01,CO,5607.07,Forecasted
2027-11-01,CO,5600.3516,Forecasted
2027-12-01,CO,5649.7534,Forecasted
2028-01-01,CO,5709.5547,Forecasted
2028-02-01,CO,5620.9404,Forecasted
2028-03-01,CO,5622.206,Forecasted
2028-04-01,CO,5594.871,Forecasted
2028-05-01,CO,5601.0513,Forecasted
2028-06-01,CO,5675.7485,Forecasted
2028-07-01,CO,5760.7476,Forecasted
2028-08-01,CO,5760.7476,Forecasted
2028-09-01,CO,5675.6675,Forecasted
2028-10-01,CO,5607.07,Forecasted
2028-11-01,CO,5600.3516,Forecasted
2028-12-01,CO,5649.7534,Forecasted
2029-01-01,CO,5709.5547,Forecasted
2029-02-01,CO,5620.9404,Forecasted
2029-03-01,CO,5622.206,Forecasted
2029-04-01,CO,5594.871,Forecasted
2029-05-01,CO,5601.0513,Forecasted
2029-06-01,CO,5675.7485,Forecasted
2029-07-01,CO,5760.7476,Forecasted
2029-08-01,CO,5760.7476,Forecasted
2029-09-01,CO,5675.6675,Forecasted
2029-10-01,CO,5607.07,Forecasted
2029-11-01,CO,5600.3516,Forecasted
2029-12-01,CO,5649.7534,Forecasted
2030-01-01,CO,5709.5547,Forecasted
2030-02-01,CO,5620.9404,Forecasted
2030-03-01,CO,5622.206,Forecasted
2030-04-01,CO,5594.871,Forecasted
2030-05-01,CO,5601.0513,Forecasted
2030-06-01,CO,5675.7485,Forecasted
2030-07-01,CO,5760.7476,Forecasted
2030-08-01,CO,5760.7476,Forecasted
2025-09-01,CA,23832.014,Forecasted
2025-10-01,CA,23297.44,Forecasted
2025-11-01,CA,21542.568,Forecasted
2025-12-01,CA,30200.18,Forecasted
2026-01-01,CA,32736.8,Forecasted
2026-02-01,CA,25519.494,Forecasted
2026-03-01,CA,25539.98,Forecasted
2026-04-01,CA,22269.492,Forecasted
2026-05-01,CA,25268.525,Forecasted
2026-06-01,CA,23090.027,Forecasted
2026-07-01,CA,23441.172,Forecasted
2026-08-01,CA,24032.395,Forecasted
2026-09-01,CA,23832.014,Forecasted
2026-10-01,CA,23297.44,Forecasted
2026-11-01,CA,21542.568,Forecasted
2026-12-01,CA,30200.18,Forecasted
2027-01-01,CA,32736.8,Forecasted
2027-02-01,CA,25519.494,Forecasted
2027-03-01,CA,25539.98,Forecasted
2027-04-01,CA,22269.492,Forecasted
2027-05-01,CA,25268.525,Forecasted
2027-06-01,CA,23090.027,Forecasted
2027-07-01,CA,23441.172,Forecasted
2027-08-01,CA,24032.395,Forecasted
2027-09-01,CA,23832.014,Forecasted
2027-10-01,CA,23297.44,Forecasted
2027-11-01,CA,21542.568,Forecasted
2027-12-01,CA,30200.18,Forecasted
2028-01-01,CA,32736.8,Forecasted
2028-02-01,CA,25519.494,Forecasted
2028-03-01,CA,25539.98,Forecasted
2028-04-01,CA,22269.492,Forecasted
2028-05-01,CA,25268.525,Forecasted
2028-06-01,CA,23090.027,Forecasted
2028-07-01,CA,23441.172,Forecasted
2028-08-01,CA,24032.395,Forecasted
2028-09-01,CA,23832.014,Forecasted
2028-10-01,CA,23297.44,Forecasted
2028-11-01,CA,21542.568,Forecasted
2028-12-01,CA,30200.18,Forecasted
2029-01-01,CA,32736.8,Forecasted
2029-02-01,CA,25519.494,Forecasted
2029-03-01,CA,25539.98,Forecasted
2029-04-01,CA,22269.492,Forecasted
2029-05-01,CA,25268.525,Forecasted
2029-06-01,CA,23090.027,Forecasted
2029-07-01,CA,23441.172,Forecasted
2029-08-01,CA,24032.395,Forecasted
2029-09-01,CA,23832.014,Forecasted
2029-10-01,CA,23297.44,Forecasted
2029-11-01,CA,21542.568,Forecasted
2029-12-01,CA,30200.18,Forecasted
2030-01-01,CA,32736.8,Forecasted
2030-02-01,CA,25519.494,Forecasted
2030-03-01,CA,25539.98,Forecasted
2030-04-01,CA,22269.492,Forecasted
2030-05-01,CA,25268.525,Forecasted
2030-06-01,CA,23090.027,Forecasted
2030-07-01,CA,23441.172,Forecasted
2030-08-01,CA,24032.395,Forecasted
2025-09-01,AZ,10006.165,Forecasted
2025-10-01,AZ,9948.4,Forecasted
2025-11-01,AZ,9884.02,Forecasted
2025-12-01,AZ,9926.347,Forecasted
2026-01-01,AZ,10125.767,Forecasted
2026-02-01,AZ,9863.527,Forecasted
2026-03-01,AZ,9864.793,Forecasted
2026-04-01,AZ,9843.774,Forecasted
2026-05-01,AZ,9921.382,Forecasted
2026-06-01,AZ,9982.407,Forecasted
2026-07-01,AZ,10339.65,Forecasted
2026-08-01,AZ,10339.65,Forecasted
2026-09-01,AZ,10006.165,Forecasted
2026-10-01,AZ,9948.4,Forecasted
2026-11-01,AZ,9884.02,Forecasted
2026-12-01,AZ,9926.347,Forecasted
2027-01-01,AZ,10125.767,Forecasted
2027-02-01,AZ,9863.527,Forecasted
2027-03-01,AZ,9864.793,Forecasted
2027-04-01,AZ,9843.774,Forecasted
2027-05-01,AZ,9921.382,Forecasted
2027-06-01,AZ,9982.407,Forecasted
2027-07-01,AZ,10339.65,Forecasted
2027-08-01,AZ,10339.65,Forecasted
2027-09-01,AZ,10006.165,Forecasted
2027-10-01,AZ,9948.4,Forecasted
2027-11-01,AZ,9884.02,Forecasted
2027-12-01,AZ,9926.347,Forecasted
2028-01-01,AZ,10125.767,Forecasted
2028-02-01,AZ,9863.527,Forecasted
2028-03-01,AZ,9864.793,Forecasted
2028-04-01,AZ,9843.774,Forecasted
2028-05-01,AZ,9921.382,Forecasted
2028-06-01,AZ,9982.407,Forecasted
2028-07-01,AZ,10339.65,Forecasted
2028-08-01,AZ,10339.65,Forecasted
2028-09-01,AZ,10006.165,Forecasted
2028-10-01,AZ,9948.4,Forecasted
2028-11-01,AZ,9884.02,Forecasted
2028-12-01,AZ,9926.347,Forecasted
2029-01-01,AZ,10125.767,Forecasted
2029-02-01,AZ,9863.527,Forecasted
2029-03-01,AZ,9864.793,Forecasted
2029-04-01,AZ,9843.774,Forecasted
2029-05-01,AZ,9921.382,Forecasted
2029-06-01,AZ,9982.407,Forecasted
2029-07-01,AZ,10339.65,Forecasted
2029-08-01,AZ,10339.65,Forecasted
2029-09-01,AZ,10006.165,Forecasted
2029-10-01,AZ,9948.4,Forecasted
2029-11-01,AZ,9884.02,Forecasted
2029-12-01,AZ,9926.347,Forecasted
2030-01-01,AZ,10125.767,Forecasted
2030-02-01,AZ,9863.527,Forecasted
2030-03-01,AZ,9864.793,Forecasted
2030-04-01,AZ,9843.774,Forecasted
2030-05-01,AZ,9921.382,Forecasted
2030-06-01,AZ,9982.407,Forecasted
2030-07-01,AZ,10339.65,Forecasted
2030-08-01,AZ,10339.65,Forecasted
2025-09-01,AR,5243.9756,Forecasted
2025-10-01,AR,5175.378,Forecasted
2025-11-01,AR,5168.6597,Forecasted
2025-12-01,AR,5218.0615,Forecasted
2026-01-01,AR,5259.956,Forecasted
2026-02-01,AR,5180.736,Forecasted
2026-03-01,AR,5182.0015,Forecasted
2026-04-01,AR,5147.7188,Forecasted
2026-05-01,AR,5153.899,Forecasted
2026-06-01,AR,5259.744,Forecasted
2026-07-01,AR,5328.0376,Forecasted
2026-08-01,AR,5328.0376,Forecasted
2026-09-01,AR,5243.9756,Forecasted
2026-10-01,AR,5175.378,Forecasted
2026-11-01,AR,5168.6597,Forecasted
2026-12-01,AR,5218.0615,Forecasted
2027-01-01,AR,5259.956,Forecasted
2027-02-01,AR,5180.736,Forecasted
2027-03-01,AR,5182.0015,Forecasted
2027-04-01,AR,5147.7188,Forecasted
2027-05-01,AR,5153.899,Forecasted
2027-06-01,AR,5259.744,Forecasted
2027-07-01,AR,5328.0376,Forecasted
2027-08-01,AR,5328.0376,Forecasted
2027-09-01,AR,5243.9756,Forecasted
2027-10-01,AR,5175.378,Forecasted
2027-11-01,AR,5168.6597,Forecasted
2027-12-01,AR,5218.0615,Forecasted
2028-01-01,AR,5259.956,Forecasted
2028-02-01,AR,5180.736,Forecasted
2028-03-01,AR,5182.0015,Forecasted
2028-04-01,AR,5147.7188,Forecasted
2028-05-01,AR,5153.899,Forecasted
2028-06-01,AR,5259.744,Forecasted
2028-07-01,AR,5328.0376,Forecasted
2028-08-01,AR,5328.0376,Forecasted
2028-09-01,AR,5243.9756,Forecasted
2028-10-01,AR,5175.378,Forecasted
2028-11-01,AR,5168.6597,Forecasted
2028-12-01,AR,5218.0615,Forecasted
2029-01-01,AR,5259.956,Forecasted
2029-02-01,AR,5180.736,Forecasted
2029-03-01,AR,5182.0015,Forecasted
2029-04-01,AR,5147.7188,Forecasted
2029-05-01,AR,5153.899,Forecasted
2029-06-01,AR,5259.744,Forecasted
2029-07-01,AR,5328.0376,Forecasted
